Rank,Name,Franchise,basename,Genre,Platform,Publisher,Developer,Year,Random_Values,Estimated_Sales
3096,Maximo: Ghosts to Glory,Undefined Franchise,maximo-ghosts-to-glory,Platform,PS2,Capcom,Capcom,2002.0,0.7158757041200008,0.77
3097,Battlefield 1,Battlefield,battlefield-1,Shooter,PC,Electronic Arts,EA DICE,2016.0,0.9291060487349404,0.77
3098,Donkey Kong Country 3,Undefined Franchise,donkey-kong-country-3,Platform,GBA,Nintendo,Rare Ltd.,2005.0,0.7539046130300296,0.77
3099,All-Star Baseball 2003,Undefined Franchise,all-star-baseball-2003,Sports,PS2,Acclaim Entertainment,Acclaim Entertainment,2002.0,0.10241270878647057,0.77
3100,Persona 4 Arena,Undefined Franchise,persona-4-arena,Fighting,PS3,Atlus,Arc System Works,2012.0,0.04356453261664983,0.77
3101,Unlimited Saga,Undefined Franchise,unlimited-saga,Role-Playing,PS2,Square Enix,SquareSoft,2003.0,0.14873222916172413,0.77
3102,Pokemon Dash,Pokemon,pokemon-dash,Racing,DS,Nintendo,Ambrella,2005.0,0.21822165567193053,0.77
3103,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Undefined Franchise,sonic-amp-sega-all-stars-racing-with-banjo-kazooie,Racing,X360,Sega,Sumo Digital,2010.0,0.32034788816435256,0.77
3104,My Baby Girl,Undefined Franchise,my-baby-girl,Simulation,DS,SouthPeak Interactive,Dancing Dots,2008.0,0.6832229959472315,0.76
3105,Lego Marvel Super Heroes,Undefined Franchise,lego-marvel-super-heroes,Action,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,2013.0,0.638173200517617,0.76
3106,FIFA Soccer 12,FIFA,fifa-soccer-12,Sports,Wii,EA Sports,EA Canada,2011.0,0.10713783524411347,0.76
3107,Cabela's Deer Hunt: 2004 Season,Undefined Franchise,cabelas-deer-hunt-2004-season,Sports,PS2,Activision,Sand Grain Studios,2003.0,0.340703405442804,0.76
3108,Sonic Unleashed,Undefined Franchise,sonic-unleashed,Platform,PS2,Sega,Sonic Team/Dimps Corporation,2008.0,0.08222271709192741,0.76
3109,Formula 1,Undefined Franchise,formula-1,Racing,PS,Sony Computer Entertainment,Bizarre Creations,1996.0,0.8864229059941932,0.76
3110,Age of Wonders 3,Undefined Franchise,age-of-wonders-3,Strategy,PC,Triumph Studios,Triumph Studios,2014.0,0.8707276553116214,0.76
3111,Resident Evil: Revelations,Resident Evil,resident-evil-revelations,Action,PS3,Capcom,Capcom,2013.0,0.45625788410575496,0.76
3112,VVVVVV,Undefined Franchise,vvvvvv,Platform,PC,Terry Cavanagh,Terry Cavanagh,2010.0,0.8707466688332957,0.76
3113,Pro Evolution Soccer 2015,Pro Evolution Soccer,pro-evolution-soccer-2015,Sports,PS4,Konami Digital Entertainment,PES Productions,2014.0,0.543753562487394,0.76
3114,Banjo-Kazooie: Nuts & Bolts,Undefined Franchise,banjo-kazooie-nuts-amp-bolts,Platform,X360,Microsoft Game Studios,Rare Ltd.,2008.0,0.0795841728653075,0.76
3115,Driv3r,Undefined Franchise,driv3r,Racing,XB,Atari,Reflections Interactive,2004.0,0.5055134691922777,0.76
3116,Mercenaries: Playground of Destruction,Undefined Franchise,mercenaries-playground-of-destruction,Action,PS2,LucasArts,Pandemic Studios,2005.0,0.6885675859966482,0.76
3117,MTV Celebrity Deathmatch,Undefined Franchise,mtv-celebrity-deathmatch,Fighting,PS2,Gotham Games,Big Ape Productions,2003.0,0.19254347803382243,0.76
3118,Street Fighter Alpha: Warriors' Dreams,Street Fighter,street-fighter-alpha-warriors-dreams,Fighting,PS,Capcom,Capcom,1995.0,0.32571607632811883,0.76
3119,Legend of Grimrock,Undefined Franchise,legend-of-grimrock,Misc,PC,Almost Human,,2012.0,0.003754854438831501,0.76
3120,ISS Pro Evolution,Undefined Franchise,iss-pro-evolution,Sports,PS,Konami,KCET,2000.0,0.9304133594408032,0.76
3121,Just Dance 2019,Just Dance,just-dance-2019,Music,NS,Ubisoft,Ubisoft Paris,2018.0,0.5205234737806697,0.76
3122,Band Hero,Undefined Franchise,band-hero,Misc,PS3,Activision,Neversoft Entertainment,2009.0,0.608589236753977,0.76
3123,Duke Nukem Forever,Undefined Franchise,duke-nukem-forever,Shooter,PS3,2K Games,Gearbox Software,2011.0,0.656707919118706,0.76
3124,Final Fantasy II,Final Fantasy,final-fantasy-ii,Role-Playing,NES,Square,Square,1988.0,0.5723799249813794,0.76
3125,Tony Hawk's Pro Skater 2,Tony Hawk's,tony-hawks-pro-skater-2,Sports,N64,Activision,Edge of Reality,2001.0,0.2203564838532096,0.76
3126,Taiko no Tatsujin: Tatakon de Dodon ga Don,Undefined Franchise,taiko-no-tatsujin-tatakon-de-dodon-ga-don,Misc,PS2,Namco,Namco,2002.0,0.22822865423073724,0.76
3127,Mega Man Battle Network 6: Cybeast Falzar / Gregar,Mega Man,mega-man-battle-network-6-cybeast-falzar,Role-Playing,GBA,Capcom,Capcom,2006.0,0.4026637321500586,0.76
3128,Toy Story 3: The Video Game,Undefined Franchise,toy-story-3-the-video-game,Action,X360,Disney Interactive Studios,Avalanche Software,2010.0,0.0671331779055846,0.76
3129,Just Dance 2018,Just Dance,just-dance-2018,Music,NS,Ubisoft,Ubisoft Paris,2017.0,0.850191950254026,0.76
3130,Syphon Filter: The Omega Strain,Undefined Franchise,syphon-filter-the-omega-strain,Shooter,PS2,Sony Computer Entertainment,SCEA Bend Studio,2004.0,0.9934841966949512,0.76
3131,FIFA Soccer 11,FIFA,fifa-soccer-11,Sports,PS2,EA Sports,EA Canada,2010.0,0.001735272148684075,0.76
3132,PokePark 2: Wonders Beyond,Undefined Franchise,pokepark-2-wonders-beyond,Action-Adventure,Wii,Nintendo,Creatures Inc.,2012.0,0.5407020040713896,0.76
3133,SoulCalibur V,Undefined Franchise,soulcalibur-v,Fighting,PS3,Namco Bandai,Project Soul,2012.0,0.9251282238497008,0.76
3134,Mortal Kombat: Deception,Mortal Kombat,mortal-kombat-deception,Fighting,XB,Midway Games,Midway Games,2004.0,0.9094671088515958,0.76
3135,That's So Raven,Undefined Franchise,thats-so-raven,Adventure,GBA,Buena Vista,Disney Interactive,2004.0,0.27785576304699267,0.76
3136,Marvel vs. Capcom 2,Undefined Franchise,marvel-vs-capcom-2,Fighting,PS2,Capcom,Capcom,2002.0,0.6933408323435618,0.76
3137,Assassin's Creed: Revelations,Assassin's Creed,assassins-creed-revelations,Action,PC,Ubisoft,Ubisoft Montreal,2011.0,0.4573582949598588,0.76
3138,Harry Potter and the Half-Blood Prince,Undefined Franchise,harry-potter-and-the-half-blood-prince,Action,Wii,Electronic Arts,Bright Light Productions,2009.0,0.7118943260767753,0.76
3139,Lost Planet 2,Undefined Franchise,lost-planet-2,Shooter,X360,Capcom,Capcom,2010.0,0.3871667263423759,0.76
3140,Legends of Wrestling,Undefined Franchise,legends-of-wrestling,Fighting,PS2,Acclaim Entertainment,Acclaim Studios Salt Lake City,2001.0,0.508067967017154,0.76
3141,True Crime: New York City,Undefined Franchise,true-crime-new-york-city,Action,PS2,Activision,Luxoflux,2005.0,0.3706579902810011,0.76
3142,The Walking Dead: A Telltale Games Series,The Walking Dead,the-walking-dead-a-telltale-games-series,Adventure,X360,Telltale Games,Telltale Games,2012.0,0.7201567635101124,0.76
3143,Kane & Lynch: Dead Men,Undefined Franchise,kane-amp-lynch-dead-men,Shooter,X360,Eidos Interactive,IO Interactive,2007.0,0.51911713203026,0.76
3144,Quantum Break,Undefined Franchise,quantum-break,Action,XOne,Microsoft Studios,Remedy Entertainment,2016.0,0.5635272907545915,0.76
3145,Final Fantasy Legend III,Final Fantasy,final-fantasy-legend-iii,Role-Playing,GB,Square,SquareSoft,1993.0,0.7708375232298312,0.76
3146,They Are Billions,Undefined Franchise,they-are-billions,Strategy,PC,,Numantian Games,1993.0,0.5884376940167948,0.76
3147,Dark Souls II,Dark Souls,dark-souls-ii,Role-Playing,X360,Namco Bandai Games,From Software,2015.0,0.6631515743267288,0.75
3148,Wall-E,Undefined Franchise,wall-e,Platform,PS2,THQ,Asobo Studio,2008.0,0.4674932231458562,0.75
3149,Ratchet & Clank Collection,Ratchet & Clank,ratchet-amp-clank-collection,Platform,PS3,Sony Computer Entertainment,Idol Minds,2012.0,0.44838687039699276,0.75
3150,Wolfenstein: The New Order,Undefined Franchise,wolfenstein-the-new-order,Shooter,XOne,Bethesda Softworks,MachineGames,2014.0,0.4417358820948377,0.75
3151,LEGO City Undercover,Undefined Franchise,lego-city-undercover,Platform,PS4,Warner Bros. Interactive Entertainment,TT Fusion,2017.0,0.219186658593442,0.75
3152,Genji: Days of the Blade,Undefined Franchise,genji-days-of-the-blade,Action,PS3,Sony Computer Entertainment,Game Republic,2006.0,0.971324968443323,0.75
3153,Defy Gravity Extended,Undefined Franchise,defy-gravity-extended,Action,PC,,Fish Factory Games,2011.0,0.8757245654050779,0.75
3154,Mega Man X5,Mega Man,mega-man-x5,Platform,PS,Capcom,Capcom,2001.0,0.2472591476274486,0.75
3155,Drawn to Life: The Next Chapter,Undefined Franchise,drawn-to-life-the-next-chapter,Puzzle,Wii,THQ,Planet Moon Studios,2009.0,0.3374021931402281,0.75
3156,Pro Evolution Soccer 2018,Pro Evolution Soccer,pro-evolution-soccer-2018,Sports,PS4,Konami Digital Entertainment,Konami Digital Entertainment,2017.0,0.19311018664371693,0.75
3157,Fire Emblem Echoes: Shadows of Valentia,Undefined Franchise,fire-emblem-echoes-shadows-of-valentia,Role-Playing,3DS,Nintendo,Intelligent Systems,2017.0,0.6209885083060099,0.75
3158,We Sing,Undefined Franchise,we-sing,Misc,Wii,Nordic Games,Le Cortex,2009.0,0.514390680766587,0.75
3159,LEGO Worlds,Undefined Franchise,lego-worlds,Misc,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,2015.0,0.8725154430516653,0.75
3160,Rockstar Games presents Table Tennis,Undefined Franchise,rockstar-games-presents-table-tennis,Sports,X360,Rockstar Games,Rockstar San Diego,2006.0,0.3611592153259655,0.75
3161,Universe Sandbox,Undefined Franchise,universe-sandbox,Simulation,PC,,Dan Dixon,2011.0,0.7347186573028364,0.75
3162,WWE SmackDown vs. Raw 2009,Undefined Franchise,wwe-smackdown-vs-raw-2009,Fighting,PSP,THQ,Yuke's Media Creations,2008.0,0.6317135870312016,0.75
3163,Disney Infinity 2.0: Marvel Super Heroes,Undefined Franchise,disney-infinity-20-marvel-super-heroes,Action-Adventure,PS4,Disney Interactive Studios,Avalanche Software,2014.0,0.42627479017848546,0.75
3164,Kane & Lynch: Dead Men,Undefined Franchise,kane-amp-lynch-dead-men,Shooter,PS3,Eidos Interactive,IO Interactive,2007.0,0.8652165094114891,0.75
3165,Deer Drive,Undefined Franchise,deer-drive,Sports,Wii,Mastiff,SCS Software,2009.0,0.2957484415934323,0.75
3166,Pro Evolution Soccer 2017,Pro Evolution Soccer,pro-evolution-soccer-2017,Sports,PS4,Konami Digital Entertainment,PES Productions,2016.0,0.9261102407987732,0.75
3167,Shark Tale,Undefined Franchise,shark-tale,Action,PS2,Activision,Edge of Reality,2004.0,0.5613818532173636,0.75
3168,San Francisco Rush: Extreme Racing,Undefined Franchise,san-francisco-rush-extreme-racing,Racing,N64,Midway Games,Atari Games,1997.0,0.8269717605308806,0.75
3169,Super Street Fighter IV,Street Fighter,super-street-fighter-iv,Fighting,X360,Capcom,Capcom / Dimps Corporation,2010.0,0.12765096048304536,0.75
3170,Zone of the Enders,Undefined Franchise,zone-of-the-enders,Simulation,PS2,Konami,Konami Computer Entertainment Japan,2001.0,0.9191217574197413,0.75
3171,Raving Rabbids: Travel in Time,Undefined Franchise,raving-rabbids-travel-in-time,Adventure,Wii,Ubisoft,Ubisoft Paris,2010.0,0.9143719351134391,0.75
3172,Borderlands: The Pre-Sequel,Borderlands,borderlands-the-pre-sequel,Misc,X360,2K Games,,2014.0,0.6755527257442774,0.75
3173,Rock Band 4,Undefined Franchise,rock-band-4,Music,XOne,Harmonix Music Systems,Harmonix Music Systems,2015.0,0.9214256821614373,0.75
3174,Street Fighter EX Plus Alpha,Street Fighter,street-fighter-ex-plus-alpha,Fighting,PS,Capcom,Arika,1997.0,0.33647293754329055,0.75
3175,Coded Arms,Undefined Franchise,coded-arms,Shooter,PSP,Konami,Konami,2005.0,0.39029411209480824,0.75
3176,Style Savvy: Trendsetters,Undefined Franchise,style-savvy-trendsetters,Simulation,3DS,Nintendo,syn Sophia,2012.0,0.5958330907991862,0.75
3177,FIFA 19,FIFA,fifa-19,Sports,NS,Electronic Arts,EA Sports,2018.0,0.8186186300056867,0.75
3178,Need for Speed: Shift,Need for Speed,need-for-speed-shift,Racing,PSP,Electronic Arts,Slightly Mad Studios,2009.0,0.753615987751334,0.75
3179,Tony Hawk's Underground 2,Tony Hawk's,tony-hawks-underground-2,Sports,XB,Activision,Neversoft Entertainment,2004.0,0.0697396351830678,0.75
3180,Madden NFL 06,Madden NFL,madden-nfl-06,Sports,PSP,EA Sports,EA Tiburon,2005.0,0.9467069647869842,0.75
3181,Skylanders: Trap Team,Undefined Franchise,skylanders-trap-team,Action-Adventure,WiiU,Activision,Toys for Bob,2014.0,0.9804820133801,0.75
3182,Capcom vs. SNK 2: Mark of the Millennium 2001,Undefined Franchise,capcom-vs-snk-2-mark-of-the-millennium-2001,Fighting,PS2,Capcom,Capcom,2001.0,0.32704038636873434,0.75
3183,MVP 06 NCAA Baseball,Undefined Franchise,mvp-06-ncaa-baseball,Sports,PS2,EA Sports,EA Canada,2006.0,0.7964605608112939,0.75
3184,Just Dance 2015,Just Dance,just-dance-2015,Music,WiiU,Ubisoft,Ubisoft Paris,2014.0,0.48838045778276484,0.75
3185,Tom Clancy's Rainbow Six: Vegas,Tom Clancy's,tom-clancys-rainbow-six-vegas,Shooter,PSP,Ubisoft,Ubisoft Montreal,2007.0,0.3697036276987078,0.75
3186,Final Fantasy Tactics A2: Grimoire of the Rift,Final Fantasy,final-fantasy-tactics-a2-grimoire-of-the-rift,Role-Playing,DS,Square Enix,Square Enix,2008.0,0.9532245603044783,0.75
3187,The Lord of the Rings: Conquest,Undefined Franchise,the-lord-of-the-rings-conquest,Action,PS3,Electronic Arts,Pandemic Studios,2009.0,0.022621994006515878,0.75
3188,Spectrobes,Undefined Franchise,spectrobes,Role-Playing,DS,Disney Interactive Studios,Jupiter Corporation,2007.0,0.6292645009959329,0.75
3189,Turok,Undefined Franchise,turok,Shooter,X360,Touchstone,Propaganda Games,2008.0,0.716850862009071,0.75
3190,Baldur's Gate,Undefined Franchise,baldurs-gate,Role-Playing,PC,Interplay,BioWare,1998.0,0.7589513471284186,0.75
3191,Jump Ultimate Stars,Undefined Franchise,jump-ultimate-stars,Fighting,DS,Nintendo,Ganbarion,2006.0,0.4291015412429009,0.74
3192,Jampack Summer 2001,Undefined Franchise,jampack-summer-2001,Misc,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,2001.0,0.32599053153617785,0.74
3193,Mortal Kombat: Unchained,Mortal Kombat,mortal-kombat-unchained,Fighting,PSP,Midway Games,JGI Entertainment,2006.0,0.41993652102102574,0.74
3194,Burnout,Undefined Franchise,burnout,Racing,PS2,Acclaim Entertainment,Criterion Games,2001.0,0.7839766310681804,0.74
3195,Deponia,Undefined Franchise,deponia,Adventure,PC,Daedalic Entertainment,Daedalic Entertainment,2012.0,0.48081398404630027,0.74
3196,Ace Combat: Assault Horizon,Horizon,ace-combat-assault-horizon,Action,PS3,Namco Bandai,Project ACES,2011.0,0.6912934369385204,0.74
3197,The Godfather II,Undefined Franchise,the-godfather-ii,Adventure,PS3,Electronic Arts,EA Redwood Shores,2009.0,0.34657006786910094,0.74
3198,Lords of the Fallen,Undefined Franchise,lords-of-the-fallen,Role-Playing,PC,Namco Bandai Games,DECK13 Interactive,2014.0,0.38793740129411414,0.74
3199,Sniper Elite III,Undefined Franchise,sniper-elite-iii,Shooter,PS4,505 Games,Rebellion Developments,2014.0,0.14138401537233136,0.74
3200,Sega Superstars Tennis,Undefined Franchise,sega-superstars-tennis,Sports,DS,Sega,Sumo Digital,2008.0,0.1414995875449031,0.74
3201,Yu-Gi-Oh! Dungeon Dice Monsters,Yu-Gi-Oh!,yu-gi-oh-dungeon-dice-monsters,Misc,GBA,Konami,Konami,2003.0,0.7736485415523207,0.74
3202,Red Faction: Guerrilla,Undefined Franchise,red-faction-guerrilla,Shooter,PS3,THQ,Volition Inc.,2009.0,0.4419402162605658,0.74
3203,The Evil Within,Undefined Franchise,the-evil-within,Misc,PC,Bethesda Softworks,Tango Gameworks,2014.0,0.3598175540503462,0.74
3204,Midnight Club 3: DUB Edition,Undefined Franchise,midnight-club-3-dub-edition,Racing,XB,Rockstar Games,Rockstar San Diego,2005.0,0.8431268833864662,0.74
3205,Super Street Fighter IV: Arcade Edition,Street Fighter,super-street-fighter-iv-arcade-edition,Fighting,PS3,Capcom,Capcom / Dimps Corporation,2011.0,0.7685326849803324,0.74
3206,X-Men Origins: Wolverine - Uncaged Edition,Undefined Franchise,x-men-origins-wolverine-uncaged-edition,Action,PS3,Activision,Raven Software,2009.0,0.30702589949174197,0.74
3207,Madagascar: Escape 2 Africa,Undefined Franchise,madagascar-escape-2-africa,Action,DS,Activision,Griptonite Games,2008.0,0.5893207249579903,0.74
3208,The Lord of the Rings: The Two Towers,Undefined Franchise,the-lord-of-the-rings-the-two-towers,Action,GBA,Electronic Arts,Griptonite Games,2002.0,0.5266208196057814,0.74
3209,Tiger Woods PGA Tour 2001,Tiger Woods PGA Tour,tiger-woods-pga-tour-2001,Sports,PS2,EA Sports,Stormfront Studios,2001.0,0.6598346276523984,0.74
3210,Need for Speed (2015),Need for Speed,need-for-speed-2015,Racing,XOne,Electronic Arts,Ghost Games,2015.0,0.60020378239832,0.74
3211,Jet Moto 3,Undefined Franchise,jet-moto-3,Racing,PS,Sony Computer Entertainment,Pacific Coast Power & Light,1999.0,0.5921879339937984,0.74
3212,Unreal Championship,Undefined Franchise,unreal-championship,Shooter,XB,Atari,Digital Extremes,2002.0,0.7870078733859975,0.74
3213,WarioWare: Twisted!,Undefined Franchise,warioware-twisted,Puzzle,GBA,Nintendo,Intelligent Systems,2005.0,0.5884599208663542,0.74
3214,Tales of Vesperia,Tales,tales-of-vesperia,Role-Playing,X360,Namco Bandai,Namco Tales Studio,2008.0,0.7041787843619429,0.74
3215,Resonance of Fate,Undefined Franchise,resonance-of-fate,Role-Playing,PS3,Sega,tri-Ace,2010.0,0.09345389434845264,0.74
3216,Sonic Forces,Undefined Franchise,sonic-forces,Platform,NS,Sega,Sonic Team,2017.0,0.6119669482903441,0.74
3217,Namco Museum Remix,Undefined Franchise,namco-museum-remix,Misc,Wii,Namco Bandai,Namco,2007.0,0.9276174686154163,0.74
3218,The Amazing Spider-Man (2012),Spider-Man,the-amazing-spider-man-2012,Action-Adventure,X360,Activision,Beenox,2012.0,0.9556062545600416,0.74
3219,Naruto Shippuden: Ultimate Ninja Storm Generations,Naruto,naruto-shippuden-ultimate-ninja-storm-generations,Fighting,PS3,Namco Bandai Games,CyberConnect2,2012.0,0.05291898872431211,0.74
3220,Marvel: Ultimate Alliance 2,Undefined Franchise,marvel-ultimate-alliance-2,Role-Playing,PS3,Activision,Vicarious Visions,2009.0,0.04067371510550666,0.74
3221,Harvest Moon: Animal Parade,Undefined Franchise,harvest-moon-animal-parade,Simulation,Wii,Natsume,Marvelous Interactive,2009.0,0.6120104455661646,0.74
3222,Sword of Mana,Undefined Franchise,sword-of-mana,Role-Playing,GBA,Nintendo,Brownie Brown,2003.0,0.46850138817647735,0.74
3223,Pirates of the Caribbean: At World's End,Undefined Franchise,pirates-of-the-caribbean-at-worlds-end,Action,PS3,Disney Interactive Studios,Eurocom Entertainment Software,2007.0,0.21119681939153412,0.73
3224,Tiger Woods PGA Tour 08,Tiger Woods PGA Tour,tiger-woods-pga-tour-08,Sports,PS3,Electronic Arts,EA Redwood Shores,2007.0,0.6779349686486432,0.73
3225,Brink,Undefined Franchise,brink,Shooter,PS3,Bethesda Softworks,Splash Damage,2011.0,0.8005648804240413,0.73
3226,Split/Second,Undefined Franchise,split,Racing,PS3,Disney Interactive Studios,Black Rock Studio,2010.0,0.35594884414454797,0.73
3227,FIFA: Road to World Cup 98,FIFA,fifa-road-to-world-cup-98,Sports,PS,EA Sports,EA Canada,1997.0,0.2357358336345473,0.73
3228,Crysis 2,Undefined Franchise,crysis-2,Shooter,PC,Electronic Arts,Crytek,2011.0,0.69687866440999,0.73
3229,Dragon Ball Z: Ultime Menace,Dragon Ball,dragon-ball-z-ultime-menace,Fighting,SNES,Bandai,TOSE,1994.0,0.49454914488644,0.73
3230,iCarly,Undefined Franchise,icarly,Adventure,DS,Activision,"Human Soft, Inc.",2009.0,0.395729322773653,0.73
3231,Final Fantasy XIII-2,Final Fantasy,final-fantasy-xiii-2,Role-Playing,X360,Square Enix,Square Enix,2012.0,0.26647367203957695,0.73
3232,Classic NES Series: Donkey Kong,Undefined Franchise,classic-nes-series-donkey-kong,Platform,GBA,Nintendo,Nintendo,2004.0,0.8633899515074399,0.73
3233,The Sims 4,The Sims,the-sims-4,Simulation,XOne,Electronic Arts,Maxis,2017.0,0.269222166524572,0.73
3234,My Little Pony: Pinkie Pie's Party,Undefined Franchise,my-little-pony-pinkie-pies-party,Adventure,DS,THQ,ImaginEngine Corp.,2008.0,0.996068675005856,0.73
3235,MLB 10: The Show,Undefined Franchise,mlb-10-the-show,Sports,PS3,Sony Computer Entertainment,SCEA San Diego Studios,2010.0,0.3873985162406799,0.73
3236,WWE SmackDown vs. Raw 2010,Undefined Franchise,wwe-smackdown-vs-raw-2010,Fighting,Wii,THQ,JAKKS Pacific,2009.0,0.028897113871316882,0.73
3237,Yoshi,Undefined Franchise,yoshi,Puzzle,GB,Nintendo,Nintendo,1992.0,0.5169197810450585,0.73
3238,Mortal Kombat 4,Mortal Kombat,mortal-kombat-4,Fighting,N64,Midway Games,Eurocom Entertainment Software,1998.0,0.42545643531772614,0.73
3239,Need for Speed: Payback,Need for Speed,need-for-speed-payback,Racing,XOne,Electronic Arts,Ghost Games,2017.0,0.21078370920113254,0.73
3240,Croc 2,Undefined Franchise,croc-2,Platform,PS,Fox Interactive,Argonaut Games,1999.0,0.28279074301309626,0.73
3241,NHL 11,Undefined Franchise,nhl-11,Sports,X360,EA Sports,EA Canada,2010.0,0.19770755551369457,0.73
3242,MLB 14 The Show,Undefined Franchise,mlb-14-the-show,Sports,PS4,Sony Computer Entertainment,SCE San Diego Studio,2014.0,0.575515056570307,0.73
3243,Oddworld: Munch's Oddysee,Undefined Franchise,oddworld-munchs-oddysee,Platform,XB,Microsoft,Oddworld Inhabitants,2001.0,0.5327994177005142,0.73
3244,Just Dance Wii,Just Dance,just-dance-wii,Misc,Wii,Nintendo,,2011.0,0.8786567296116576,0.73
3245,Berzerk,Undefined Franchise,berzerk,Shooter,2600,Atari,Stern Electronics,1982.0,0.683335302318792,0.73
3246,Madden NFL 11,Madden NFL,madden-nfl-11,Sports,Wii,EA Sports,EA Tiburon,2010.0,0.4224418537918605,0.73
3247,Homeworld Remastered Collection,Undefined Franchise,homeworld-remastered-collection,Strategy,PC,Gearbox Software,Gearbox Software,2015.0,0.4557350692457368,0.73
3248,NCAA Football 07,Undefined Franchise,ncaa-football-07,Sports,X360,Electronic Arts,Electronic Arts,2006.0,0.5399641752720468,0.73
3249,The Incredible Adventures of Van Helsing,Undefined Franchise,the-incredible-adventures-of-van-helsing,Role-Playing,PC,,Neocore Games,2006.0,0.4338887289462833,0.73
3250,Full Spectrum Warrior,Undefined Franchise,full-spectrum-warrior,Strategy,XB,THQ,Pandemic Studios,2004.0,0.841807313128284,0.73
3251,Star Ocean: The Last Hope International,Undefined Franchise,star-ocean-the-last-hope-international,Role-Playing,PS3,Square Enix,tri-Ace,2010.0,0.48913254022729313,0.73
3252,Katamari Damacy,Undefined Franchise,katamari-damacy,Puzzle,PS2,Namco,Namco,2004.0,0.7150373968259441,0.73
3253,Beyblade VForce: Ultimate Blader Jam,Undefined Franchise,beyblade-vforce-ultimate-blader-jam,Action,GBA,Atari,Takara,2003.0,0.6678674588995641,0.73
3254,Monopoly Streets,Undefined Franchise,monopoly-streets,Misc,Wii,Electronic Arts,Electronic Arts,2010.0,0.5991670591650082,0.73
3255,God Eater,Undefined Franchise,god-eater,Action,PSP,D3Publisher,Shift,2011.0,0.27936369235012426,0.73
3256,Shaun Palmer's Pro Snowboarder,Undefined Franchise,shaun-palmers-pro-snowboarder,Sports,PS2,Activision,Dearsoft,2001.0,0.4806475465212251,0.73
3257,Harvest Moon DS: Island of Happiness,Undefined Franchise,harvest-moon-ds-island-of-happiness,Simulation,DS,Natsume,Marvelous Interactive,2008.0,0.09784590418176298,0.72
3258,James Bond 007: Agent Under Fire,James Bond,james-bond-007-agent-under-fire,Shooter,GC,Electronic Arts,EA Redwood Shores,2002.0,0.12226152517193545,0.72
3259,Indiana Jones and the Staff of Kings,Undefined Franchise,indiana-jones-and-the-staff-of-kings,Action,Wii,LucasArts,Artificial Mind and Movement,2009.0,0.6254823798317359,0.72
3260,Star Wars Episode III: Revenge of the Sith,Star Wars,star-wars-episode-iii-revenge-of-the-sith,Action,GBA,Ubisoft,Ubisoft Montreal,2005.0,0.6629378610657867,0.72
3261,Ultimate Spider-Man,Spider-Man,ultimate-spider-man,Action,PS2,Activision,Treyarch,2005.0,0.5198565894164522,0.72
3262,Imagine: Interior Designer,Imagine,imagine-interior-designer,Simulation,DS,Ubisoft,Little Worlds Studio / Anuman Interactive,2008.0,0.1520811393285758,0.72
3263,XCOM: Enemy Unknown,Undefined Franchise,xcom-enemy-unknown,Strategy,PC,2K Games,Firaxis Games,2012.0,0.2915615765883277,0.72
3264,Monster Hunter Generations Ultimate,Monster Hunter,monster-hunter-generations-ultimate,Action,NS,Capcom,Capcom,2018.0,0.9565016211997581,0.72
3265,WipEout Omega Collection,Undefined Franchise,wipeout-omega-collection,Racing,PS4,Sony Interactive Entertainment,Clever Beans / EPOS Game Studios,2017.0,0.1453819293626859,0.72
3266,Rabbids Go Home,Undefined Franchise,rabbids-go-home,Platform,DS,Ubisoft,Ubisoft Montpellier,2009.0,0.1073782199732437,0.72
3267,SD Gundam G Generation,Gundam,sd-gundam-g-generation,Strategy,PS,Bandai,Bandai,1998.0,0.272067539678465,0.72
3268,Devil May Cry HD Collection,Devil May Cry,devil-may-cry-hd-collection,Action,PS3,Capcom,Capcom,2012.0,0.8175457518693193,0.72
3269,Area 51,Undefined Franchise,area-51,Shooter,PS,Midway Games,"Mesa Logic, Inc.",1996.0,0.37848274220485834,0.72
3270,NBA Live 08,NBA Live,nba-live-08,Sports,PS2,Electronic Arts,EA Canada,2007.0,0.6613484607820156,0.72
3271,Dead to Rights,Undefined Franchise,dead-to-rights,Shooter,XB,Namco,Namco,2002.0,0.7168205060258238,0.72
3272,MLB 09: The Show,Undefined Franchise,mlb-09-the-show,Sports,PS3,Sony Computer Entertainment,SCE San Diego Studio,2009.0,0.7674410089299508,0.72
3273,Bendy and the Ink Machine,Undefined Franchise,bendy-and-the-ink-machine,Puzzle,PC,Joey Drew Studios Inc.,TheMeatly Games,2018.0,0.24811121289669935,0.72
3274,Tiger Woods PGA Tour 07,Tiger Woods PGA Tour,tiger-woods-pga-tour-07,Sports,PS2,EA Sports,EA Redwood Shores,2006.0,0.676976335382844,0.72
3275,Test Drive 6,Undefined Franchise,test-drive-6,Racing,PS,Atari,Pitbull Syndicate,1999.0,0.49832260714969756,0.72
3276,Major League Baseball 2K7,Undefined Franchise,major-league-baseball-2k7,Sports,X360,2K Sports,Kush Games,2007.0,0.8612496130258912,0.72
