Rank,Name,Franchise,basename,Genre,Platform,Publisher,Developer,Year,Random_Values,Estimated_Sales
11023,Shaman King: Power of Spirit,Undefined Franchise,shaman-king-power-of-spirit,Adventure,PS2,Konami,WinkySoft,2004.0,0.3478490244754242,0.13
11024,Men of War: Vietnam,Undefined Franchise,men-of-war-vietnam,Strategy,PC,1C Company,1C Company,2011.0,0.5058459176585477,0.13
11025,Soccer Tsuku DS: World Challenge 2010,Undefined Franchise,soccer-tsuku-ds-world-challenge-2010,Sports,DS,Sega,Sega,2010.0,0.958094914008025,0.13
11026,Call of Duty: Black Ops IIII,Call of Duty,call-of-duty-black-ops-iiii,Shooter,PC,Activision,Treyarch,2018.0,0.8415358417686233,0.13
11027,Contra III: The Alien Wars,Undefined Franchise,contra-iii-the-alien-wars,Shooter,SNES,Konami,Konami,1992.0,0.8130152694900725,0.13
11028,Dead to Rights: Reckoning,Undefined Franchise,dead-to-rights-reckoning,Shooter,PSP,Namco,Rebellion Developments,2005.0,0.8065063190998315,0.13
11029,Reality Fighters,Undefined Franchise,reality-fighters,Fighting,PSV,Sony Computer Entertainment,Sony Computer Entertainment,2012.0,0.3825479754664053,0.13
11030,Scene It? Bright Lights! Big Screen!,Undefined Franchise,scene-it-bright-lights-big-screen,Misc,PS3,Warner Bros. Interactive,Screenlife Games,2009.0,0.4904698677133258,0.13
11031,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Dragon Quest,slime-morimori-dragon-quest-3-taikaizoku-to-shippo-dan,Role-Playing,3DS,Square Enix,Square Enix,2011.0,0.2835422017715369,0.13
11032,Amagami,Undefined Franchise,amagami,Adventure,PS2,Enterbrain,Enterbrain,2009.0,0.25548932635001487,0.13
11033,Rocksmith 2014 Edition Remastered,Undefined Franchise,rocksmith-2014-edition-remastered,Music,XOne,Ubisoft,Ubisoft,2016.0,0.9650801685781006,0.13
11034,Venetica,Undefined Franchise,venetica,Role-Playing,X360,Atari,DECK13 Interactive,2011.0,0.7660123202111122,0.13
11035,Disney's Kim Possible: Kimmunicator,Undefined Franchise,disneys-kim-possible-kimmunicator,Platform,DS,Buena Vista,Artificial Mind and Movement,2005.0,0.7897939793505738,0.13
11036,No Fear Downhill Mountain Biking,Undefined Franchise,no-fear-downhill-mountain-biking,Sports,PS,Codemasters,Sting,1999.0,0.8489357114718151,0.13
11037,Fire ProWrestling,Undefined Franchise,fire-prowrestling,Fighting,GBA,BAM! Entertainment,Spike,2001.0,0.45983403787616095,0.13
11038,Eternal Poison (JP sales),Undefined Franchise,eternal-poison-jp-sales,Role-Playing,PS2,Atlus,Flight-Plan,2008.0,0.20863505113146086,0.13
11039,Mission: Impossible - Operation Surma,Undefined Franchise,mission-impossible-operation-surma,Action,XB,Atari,Paradigm Entertainment,2003.0,0.27504673656034617,0.13
11040,Gemini Rue,Undefined Franchise,gemini-rue,Adventure,PC,Wadjet Eye Games,Wadjet Eye Games,2011.0,0.8478484970262048,0.13
11041,Hyperdimension Neptunia U: Action Unleashed,Undefined Franchise,hyperdimension-neptunia-u-action-unleashed,Action,PSV,Idea Factory International,Compile Heart,2015.0,0.4656555966684397,0.13
11042,MX 2002 Featuring Ricky Carmichael,Undefined Franchise,mx-2002-featuring-ricky-carmichael,Racing,XB,THQ,Pacific Coast Power & Light,2001.0,0.32489648269537863,0.13
11043,Romance of the Three Kingdoms IV: Wall of Fire,Undefined Franchise,romance-of-the-three-kingdoms-iv-wall-of-fire,Strategy,PS,KOEI,Koei/Inis,1996.0,0.45470559930231635,0.13
11044,Bulletstorm: Full Clip Edition,Undefined Franchise,bulletstorm-full-clip-edition,Shooter,PS4,Gearbox Software,People Can Fly,2017.0,0.6340677965131181,0.13
11045,Illusion of Gaia,Undefined Franchise,illusion-of-gaia,Role-Playing,SNES,Nintendo,Quintet,1994.0,0.03832886585521911,0.13
11046,Mega Man Anniversary Collection,Mega Man,mega-man-anniversary-collection,Platform,XB,Capcom,Atomic Planet Entertainment,2005.0,0.23483299156400184,0.13
11047,Sally's Salon,Undefined Franchise,sallys-salon,Simulation,DS,Capcom,Capcom,2008.0,0.10875845296684972,0.13
11048,Disruptor,Undefined Franchise,disruptor,Shooter,PS,Universal Interactive,Insomniac Games,1996.0,0.7778458272581431,0.13
11049,Valentino Rossi: The Game,Undefined Franchise,valentino-rossi-the-game,Racing,PS4,Namco Bandai Games,Milestone S.r.l.,2016.0,0.11170039152057509,0.13
11050,Dreamworks 2-in-1 Party Pack,Undefined Franchise,dreamworks-2-in-1-party-pack,Misc,DS,Activision,Activision,2010.0,0.5610859954796311,0.13
11051,MegaTagmension Blanc + Neptune VS Zombies,Undefined Franchise,megatagmension-blanc-neptune-vs-zombies,Action,PSV,Idea Factory International,Compile Heart,2016.0,0.9960168515812304,0.13
11052,Pro Evolution Soccer 2016,Pro Evolution Soccer,pro-evolution-soccer-2016,Sports,X360,Konami Digital Entertainment,PES Productions,2015.0,0.2951901434700974,0.13
11053,Shrek Smash n' Crash Racing,Undefined Franchise,shrek-smash-n-crash-racing,Racing,GC,Activision,Torus Games,2006.0,0.9435603339164031,0.13
11054,Drakengard 2,Undefined Franchise,drakengard-2,Role-Playing,PS2,Ubisoft,Cavia Inc.,2006.0,0.9496529420727426,0.13
11055,Song of the Deep,Undefined Franchise,song-of-the-deep,Action,XOne,Insomniac Games,Insomniac Games,2016.0,0.785592163818737,0.13
11056,Science Papa,Undefined Franchise,science-papa,Misc,Wii,Activision,Activision,2009.0,0.7150803517076473,0.13
11057,Grand Knights History,Undefined Franchise,grand-knights-history,Adventure,PSP,Xseed Games,Vanillaware,2012.0,0.6277311989402808,0.13
11058,Space Camp,Undefined Franchise,space-camp,Action,Wii,Activision,7 Studios,2009.0,0.4579360077029435,0.13
11059,Harvest Moon DS (jp sales),Undefined Franchise,harvest-moon-ds-jp-sales,Simulation,DS,Natsume,TOSE,2006.0,0.248831835731823,0.13
11060,Wasteland 2,Undefined Franchise,wasteland-2,Misc,PC,inXile Entertainment,InXile Entertainment,2020.0,0.17228653801138993,0.13
11061,Every Extend Extra,Undefined Franchise,every-extend-extra,Shooter,PSP,Buena Vista,Q Entertainment,2006.0,0.14701781398395652,0.13
11062,007: Quantum of Solace,Undefined Franchise,007-quantum-of-solace,Action,DS,Activision,Vicarious Visions,2008.0,0.9825711886847512,0.13
11063,7th Dragon 2020-II,Undefined Franchise,7th-dragon-2020-ii,Role-Playing,PSP,Sega,imageepoch Inc.,2013.0,0.6623308342311603,0.13
11064,Castlevania: Legacy of Darkness,Castlevania,castlevania-legacy-of-darkness,Platform,N64,Konami,KCEK,1999.0,0.6307010632255492,0.13
11065,NBA Jam 2000,Undefined Franchise,nba-jam-2000,Sports,N64,Acclaim Entertainment,Acclaim Entertainment,1999.0,0.2580464875841164,0.13
11066,Sin and Punishment,Undefined Franchise,sin-and-punishment,Shooter,N64,Nintendo,"Treasure Co., Ltd.",2000.0,0.25998552087413795,0.13
11067,Shrek Super Party,Undefined Franchise,shrek-super-party,Misc,XB,TDK Mediactive,Mass Media,2002.0,0.1321140356852667,0.13
11068,Sonic Riders,Undefined Franchise,sonic-riders,Racing,XB,Sega,Sonic Team,2006.0,0.0773855750036555,0.13
11069,Rally Fusion: Race of Champions,Undefined Franchise,rally-fusion-race-of-champions,Racing,PS2,Activision,Climax Group,2002.0,0.6060293008050609,0.13
11070,Football Manager Handheld 2012,Football Manager,football-manager-handheld-2012,Sports,PSP,Sega,Sports Interactive,2011.0,0.7640561857545715,0.13
11071,Lovely Lisa and Friends,Undefined Franchise,lovely-lisa-and-friends,Simulation,DS,Tomy Corporation,Tomy,2010.0,0.758472618880187,0.13
11072,The House of the Dead,Undefined Franchise,the-house-of-the-dead,Shooter,SAT,Sega,Tantalus Interactive,1998.0,0.4644472666590014,0.13
11073,Mega Man IV,Mega Man,mega-man-iv,Platform,GB,Capcom,Capcom,1993.0,0.701572583881234,0.13
11074,The Legend of Heroes: Trails of Cold Steel IV,Undefined Franchise,the-legend-of-heroes-trails-of-cold-steel-iv,Role-Playing,PS4,Falcom,Falcom,2018.0,0.9159153840939976,0.13
11075,All Star Cheer Squad 2,Undefined Franchise,all-star-cheer-squad-2,Sports,Wii,THQ,Gorilla Games,2009.0,0.15151860497475866,0.13
11076,Yu-Gi-Oh! Nightmare Troubadour (JP sales),Yu-Gi-Oh!,yu-gi-oh-nightmare-troubadour-jp-sales,Action,DS,Konami,Konami,2005.0,0.03427657468222056,0.13
11077,Akiba's Trip: Undead & Undressed,Undefined Franchise,akibas-trip-undead-amp-undressed,Action,PS3,Xseed Games,Acquire,2014.0,0.5469878540631322,0.13
11078,RealSports Volleyball,Undefined Franchise,realsports-volleyball,Sports,2600,Atari,Atari,1982.0,0.4191658563541384,0.13
11079,Cabela's Alaskan Adventure,Undefined Franchise,cabelas-alaskan-adventure,Sports,X360,Activision,Activision,2006.0,0.08619880801344437,0.13
11080,Heroes of the Pacific,Undefined Franchise,heroes-of-the-pacific,Simulation,XB,Ubisoft,IR Gurus Interactive,2005.0,0.5884860044686049,0.13
11081,NightCaster,Undefined Franchise,nightcaster,Action,XB,Microsoft,Jaleco Entertainment,2002.0,0.686583485618564,0.13
11082,RollerCoaster Tycoon,Undefined Franchise,rollercoaster-tycoon,Strategy,XB,Atari,Atari,2003.0,0.670126039249786,0.13
11083,FIFA World Cup Germany 2006,FIFA,fifa-world-cup-germany-2006,Sports,GC,EA Sports,EA Canada,2006.0,0.724584802772109,0.13
11084,Barbie and The Three Musketeers,Undefined Franchise,barbie-and-the-three-musketeers,Adventure,DS,Activision,Activision,2009.0,0.30906765483359844,0.13
11085,Hitman 2: Silent Assassin,Undefined Franchise,hitman-2-silent-assassin,Action,GC,Eidos Interactive,IO Interactive,2003.0,0.660617549870256,0.13
11086,Puyo Puyo!! 20th Anniversary,Undefined Franchise,puyo-puyo-20th-anniversary,Puzzle,3DS,Sega,Sonic Team,2011.0,0.28258166598534284,0.13
11087,Ape Escape 3,Undefined Franchise,ape-escape-3,Platform,PS2,Sony Computer Entertainment,SCE Japan Studio,2006.0,0.7039786697212768,0.13
11088,Digimon Racing,Undefined Franchise,digimon-racing,Racing,GBA,Bandai,Griptonite Games,2004.0,0.4595871896832924,0.13
11089,"Crouching Tiger, Hidden Dragon",Undefined Franchise," hidden dragon""",Action,PS2,Ubisoft,Light Weight,2003.0,0.3648048710979185,0.13
11090,Eat Lead: The Return of Matt Hazard,Undefined Franchise,eat-lead-the-return-of-matt-hazard,Shooter,PS3,D3 Publisher,Vicious Cycle,2009.0,0.29993649866600314,0.13
11091,Family Fortunes,Undefined Franchise,family-fortunes,Misc,Wii,Mindscape,Mindscape,2009.0,0.8971675631324713,0.13
11092,Last Bronx,Undefined Franchise,last-bronx,Fighting,SAT,Sega,Sega,1997.0,0.17045415027591548,0.13
11093,Iridion II,Undefined Franchise,iridion-ii,Shooter,GBA,Majesco,Shin'en GmbH,2003.0,0.15961807990847898,0.13
11094,Momotaro Douchuuki,Undefined Franchise,momotaro-douchuuki,Misc,SAT,Hudson Soft,SIMS,1997.0,0.9213290492715597,0.13
11095,Watch Dogs,Watch Dogs,watch-dogs,Action-Adventure,WiiU,Ubisoft,Ubisoft Montreal,2014.0,0.7225348964656648,0.13
11096,Borderlands: Double Game Add-On Pack,Borderlands,borderlands-double-game-add-on-pack,Shooter,X360,2K Games,Gearbox Software,2010.0,0.9587445885197545,0.13
11097,My Baby: First Steps,Undefined Franchise,my-baby-first-steps,Simulation,Wii,SouthPeak Interactive,Nobilis,2009.0,0.7562560472349465,0.13
11098,Whiplash,Undefined Franchise,whiplash,Platform,PS2,Eidos Interactive,Crystal Dynamics,2003.0,0.3875427676195258,0.13
11099,Steel Battalion: Heavy Armor,Undefined Franchise,steel-battalion-heavy-armor,Simulation,X360,Capcom,From Software,2012.0,0.8721918001425168,0.13
11100,Star Wars: Lethal Alliance,Star Wars,star-wars-lethal-alliance,Adventure,PSP,Ubisoft,Ubisoft Montreal,2006.0,0.12390498799689731,0.13
11101,Street Fighter IV,Street Fighter,street-fighter-iv,Fighting,PC,Capcom,Capcom / Dimps Corporation,2009.0,0.5503311017597889,0.13
11102,Summon Night: Twin Age,Undefined Franchise,summon-night-twin-age,Role-Playing,DS,Atlus,Flight-Plan,2008.0,0.06677168996600069,0.13
11103,Golf Club 2,Undefined Franchise,golf-club-2,Sports,PS4,Maximum Games,HB Studios,2017.0,0.38228940830439107,0.13
11104,Rango: The Video Game,Undefined Franchise,rango-the-video-game,Action,X360,Paramount Digital Entertainment,Behaviour Studios,2011.0,0.7256984216415135,0.13
11105,NBA Live 16,NBA Live,nba-live-16,Sports,XOne,EA Sports,EA Tiburon,2015.0,0.41737539882296937,0.13
11106,Puppies 3D,Undefined Franchise,puppies-3d,Misc,3DS,Ubisoft,Ubisoft,2011.0,0.1883004638247332,0.13
11107,Destroy All Humans! Path of the Furon,Undefined Franchise,destroy-all-humans-path-of-the-furon,Action,X360,THQ,Sandblast Games,2008.0,0.9668048636642843,0.13
11108,Margot's Word Brain,Undefined Franchise,margots-word-brain,Puzzle,Wii,Zoo Digital Publishing,Slam Games,2008.0,0.9262319658258138,0.13
11109,Army Men: Soldiers of Misfortune,Undefined Franchise,army-men-soldiers-of-misfortune,Shooter,Wii,Zoo Games,"Big Blue Bubble, Inc.",2008.0,0.406467455237548,0.13
11110,Spider-Man: Battle for New York,Spider-Man,spider-man-battle-for-new-york,Platform,DS,Activision,Torus Games,2006.0,0.2529501124614565,0.13
11111,Pop'n Music Portable,Undefined Franchise,popn-music-portable,Misc,PSP,Konami,Konami,2010.0,0.6241098018087811,0.13
11112,SoulCalibur II (JP weekly data),Undefined Franchise,soulcalibur-ii-jp-weekly-data,Fighting,PS2,Namco,Namco,2003.0,0.7057279626759908,0.13
11113,Nintendo Puzzle Collection,Undefined Franchise,nintendo-puzzle-collection,Puzzle,GC,,Intelligent Systems,2003.0,0.1188740676969714,0.13
11114,Otogi: Myth of Demons,Undefined Franchise,otogi-myth-of-demons,Action,XB,Sega,From Software,2003.0,0.10926701753051982,0.13
11115,Victorious: Time to Shine,Undefined Franchise,victorious-time-to-shine,Action,X360,D3 Publisher,High Voltage Software,2011.0,0.924962407906541,0.13
11116,Alter Echo,Undefined Franchise,alter-echo,Shooter,PS2,THQ,Outrage Games,2003.0,0.27147174652165607,0.13
11117,Deepak Chopra's Leela,Undefined Franchise,deepak-chopras-leela,Misc,X360,THQ,Curious Pictures,2011.0,0.20702029824272994,0.13
11118,Walt Disney Pictures Presents: The Wild,Undefined Franchise,walt-disney-pictures-presents-the-wild,Platform,GBA,Buena Vista,Climax Group,2006.0,0.6757567339034252,0.13
11119,Deception IV: Blood Ties,Undefined Franchise,deception-iv-blood-ties,Action,PS3,Tecmo Koei,Tecmo Koei Games,2014.0,0.9748760472222253,0.13
11120,DreamWorks Super Star Kartz,Undefined Franchise,dreamworks-super-star-kartz,Racing,DS,Activision,Activision,2011.0,0.008859859909575274,0.13
11121,Puzzle de Harvest Moon,Undefined Franchise,puzzle-de-harvest-moon,Puzzle,DS,Natsume,Platinum Egg,2007.0,0.8171272776822047,0.13
11122,Metal Max 3,Undefined Franchise,metal-max-3,Role-Playing,DS,Enterbrain,Crea-Tech,2010.0,0.05292486952460895,0.13
11123,Rock Band Track Pack Volume 1,Undefined Franchise,rock-band-track-pack-volume-1,Misc,PS2,MTV Games,Harmonix Music Systems,2008.0,0.9648389466672709,0.13
11124,Fat Princess: Fistful of Cake,Undefined Franchise,fat-princess-fistful-of-cake,Action,PSP,Sony Computer Entertainment,SuperVillain Studios,2010.0,0.03083581704584548,0.13
11125,WipeOut 3 The Game,Undefined Franchise,wipeout-3-the-game,Party,WiiU,Activision,Behaviour Interactive,2012.0,0.2198792616194536,0.13
11126,Namco Soccer Prime Goal,Undefined Franchise,namco-soccer-prime-goal,Sports,PS,Sony Computer Entertainment,Namco,1996.0,0.4395254043513289,0.13
11127,Persona Dancing: Endless Night Collection,Undefined Franchise,persona-dancing-endless-night-collection,Music,PS4,Atlus,Atlus,2018.0,0.2567648554997707,0.13
11128,NBA 08,Undefined Franchise,nba-08,Sports,PS2,Sony Computer Entertainment,SCE San Diego Studio,2007.0,0.32381030246763876,0.13
11129,Rock Band Track Pack Volume 2,Undefined Franchise,rock-band-track-pack-volume-2,Misc,PS3,MTV Games,Harmonix Music Systems,2008.0,0.10163402712081748,0.13
11130,Goosebumps: The Game,Undefined Franchise,goosebumps-the-game,Adventure,NS,GameMill Entertainment,WayForward,2018.0,0.8764203415792284,0.13
11131,Monster Hunter Frontier Online,Monster Hunter,monster-hunter-frontier-online,Role-Playing,X360,Capcom,Capcom,2010.0,0.5382483001332891,0.13
11132,Tom Clancy's Splinter Cell: Double Agent,Tom Clancy's,tom-clancys-splinter-cell-double-agent,Action,Wii,Ubisoft,Ubisoft Montreal,2006.0,0.7007608863547871,0.13
11133,Akiba's Trip: Undead & Undressed,Undefined Franchise,akibas-trip-undead-amp-undressed,Action,PS4,Xseed Games,Acquire,2014.0,0.46032725743937697,0.13
11134,NASCAR Heat 3,Undefined Franchise,nascar-heat-3,Racing,PS4,704Games,Monster Games,2018.0,0.044671943777669476,0.13
11135,Shin Megami Tensei: Digital Devil Saga,Megami Tensei,shin-megami-tensei-digital-devil-saga,Role-Playing,PS2,Atlus,Atlus Co.,2005.0,0.09371065021711977,0.13
11136,Of Orcs and Men,Undefined Franchise,of-orcs-and-men,Action,PC,Focus Home Interactive,Cyanide Studio,2012.0,0.15185656129717373,0.13
11137,The Price Is Right 2010 Edition,Undefined Franchise,the-price-is-right-2010-edition,Misc,DS,Ubisoft,Ludia Inc.,2009.0,0.8775451771810884,0.13
11138,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,Undefined Franchise,jissen-pachi-slot-hisshouhou-aladdin-ii-evolution,Misc,PS2,Sega,Sammy Studios,2005.0,0.40383259632922774,0.13
11139,Cabela's Dangerous Hunts 2009,Undefined Franchise,cabelas-dangerous-hunts-2009,Sports,PS3,Activision,Activision,2008.0,0.07366934306339334,0.13
11140,Dungeons 3,Undefined Franchise,dungeons-3,Strategy,PC,Kalypso Media,Realmforge Studios,2017.0,0.7053839321251836,0.13
11141,Green Lantern: Rise of the Manhunters,Undefined Franchise,green-lantern-rise-of-the-manhunters,Action,X360,Warner Bros. Interactive,Griptonite Games,2011.0,0.029176869440723174,0.13
11142,Mystic Ark,Undefined Franchise,mystic-ark,Role-Playing,SNES,Enix,Produce!,1995.0,0.6819297404277956,0.13
11143,Rugby 15,Undefined Franchise,rugby-15,Sports,PS4,Maximum Games,HB Studios,2015.0,0.3662114219360755,0.13
11144,Ty the Tasmanian Tiger 2: Bush Rescue,Undefined Franchise,ty-the-tasmanian-tiger-2-bush-rescue,Platform,GBA,Electronic Arts,Krome Studios,2004.0,0.4242660679331385,0.13
11145,Paw Patrol on a Roll,Undefined Franchise,paw-patrol-on-a-roll,Platform,NS,Outright Games,Outright Games,2018.0,0.893710429312345,0.13
11146,Teenage Mutant Ninja Turtles 2: Battle Nexus,Undefined Franchise,teenage-mutant-ninja-turtles-2-battle-nexus,Action,XB,Konami,Konami,2004.0,0.5544822377677026,0.13
11147,007 Legends,Undefined Franchise,007-legends,Shooter,WiiU,Activision,Eurocom,2012.0,0.64791281077499,0.13
11148,LEGO Racers 2,Undefined Franchise,lego-racers-2,Racing,PS2,LEGO Media,Attention To Detail,2001.0,0.1017689435932263,0.13
11149,Onechanbara: Bikini Samurai Squad,Undefined Franchise,onechanbara-bikini-samurai-squad,Action,X360,D3 Publisher,Tamsoft Corporation,2009.0,0.1913504761740531,0.13
11150,Backyard Baseball,Undefined Franchise,backyard-baseball,Sports,GC,Infogrames,Humongous Entertainment,2003.0,0.826405419508797,0.13
11151,Outlast Trinity,Undefined Franchise,outlast-trinity,Action,XOne,Warner Bros. Interactive Entertainment,Red Barrels,2017.0,0.11589725440259457,0.13
11152,Top Shot Arcade,Undefined Franchise,top-shot-arcade,Shooter,Wii,Activision,Activision,2011.0,0.5128398487811743,0.13
11153,The Misadventures of P.B. Winterbottom,Undefined Franchise,the-misadventures-of-pb-winterbottom,Puzzle,PC,2K Games,The Odd Gentlemen,2010.0,0.721279922092168,0.13
11154,Sega GT,Undefined Franchise,sega-gt,Racing,DC,Sega,TOSE Software,2000.0,0.571242900303125,0.13
11155,SBK 2011: FIM Superbike World Championship,Undefined Franchise,sbk-2011-fim-superbike-world-championship,Racing,PS3,Black Bean Games,Milestone S.r.l,2011.0,0.9038675582566699,0.13
11156,Legends of Wrestling,Undefined Franchise,legends-of-wrestling,Fighting,GC,Acclaim Entertainment,Acclaim Studios Salt Lake City,2002.0,0.3102673362811429,0.13
11157,Gunstar Heroes,Undefined Franchise,gunstar-heroes,Shooter,GEN,Sega,"Treasure Co., Ltd.",1993.0,0.33584483005207866,0.13
11158,All-Star Baseball 2004,Undefined Franchise,all-star-baseball-2004,Sports,XB,Acclaim Entertainment,Acclaim Entertainment,2003.0,0.7243372812900468,0.13
11159,Dokapon Kingdom,Undefined Franchise,dokapon-kingdom,Role-Playing,Wii,Atlus,Sting,2008.0,0.14018828289978813,0.13
11160,Tamagotchi no Pichi Pichi Omisecchi,Undefined Franchise,tamagotchi-no-pichi-pichi-omisecchi,Action,DS,Namco Bandai,Bandai Namco Games,2010.0,0.1462441863698989,0.13
11161,Soccer Tsuku: Pro Soccer Club o Tsukurou!,Undefined Franchise,soccer-tsuku-pro-soccer-club-o-tsukurou,Sports,PS3,Sega,Sega,2013.0,0.22200001792966229,0.13
11162,Pokemon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,Pokemon,pokemon-for-ho-oh-the-bells-toll-game-boy-advance-video,Misc,GBA,Nintendo,Nintendo,2004.0,0.1490339441065054,0.13
11163,Portal Runner,Undefined Franchise,portal-runner,Platform,PS2,3DO,3DO,2001.0,0.3077679862483732,0.13
11164,The X-Factor,Undefined Franchise,the-x-factor,Misc,PS3,Deep Silver,Deep Silver,2010.0,0.9229689747780137,0.13
11165,Sonic Mania,Undefined Franchise,sonic-mania,Platform,XOne,Sega,PagodaWest Games,2017.0,0.6978654442938544,0.13
11166,Warriors Orochi 2,Undefined Franchise,warriors-orochi-2,Action,PS2,KOEI,Omega Force,2008.0,0.4478878864157734,0.13
11167,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Undefined Franchise,disneys-winnie-the-poohs-rumbly-tumbly-adventure,Platform,PS2,Ubisoft,Phoenix Games Studio,2005.0,0.15597355507314092,0.13
11168,Assault: Retribution,Undefined Franchise,assault-retribution,Action,PS,Midway Games,Candle Light Studios,1998.0,0.3752923436888087,0.13
11169,Smart Boy's Gameroom,Undefined Franchise,smart-boys-gameroom,Misc,DS,UFO Interactive,Starfish Inc.,2007.0,0.9790009685559392,0.13
11170,Sengoku Basara 3 Utage,Undefined Franchise,sengoku-basara-3-utage,Action,Wii,Capcom,Capcom,2011.0,0.2592594588602738,0.13
11171,Space Bust-A-Move,Undefined Franchise,space-bust-a-move,Puzzle,DS,Square Enix,Lancarse,2009.0,0.4442260068059253,0.13
11172,Spartan: Total Warrior,Total War,spartan-total-warrior,Action,XB,Sega,The Creative Assembly,2005.0,0.9751790462169705,0.13
11173,City Crisis,Undefined Franchise,city-crisis,Simulation,PS2,Take-Two Interactive,Syscom Entertainment,2001.0,0.14059320816401688,0.13
11174,Zapper: One Wicked Cricket!,Undefined Franchise,zapper-one-wicked-cricket,Platform,GC,Infogrames,Blitz Games,2002.0,0.17630122578557683,0.13
11175,Mass Effect: Andromeda,Mass Effect,mass-effect-andromeda,Role-Playing,PC,Electronic Arts,BioWare Corp.,2017.0,0.4120814139464062,0.13
11176,7 Wonders of the Ancient World,Undefined Franchise,7-wonders-of-the-ancient-world,Puzzle,DS,Mumbo Jumbo,Hot Lava Games,2007.0,0.7455348255198823,0.13
11177,Star Wars: Clone Wars,Star Wars,star-wars-clone-wars,Shooter,XB,LucasArts,Pandemic Studios,2003.0,0.02378356524354308,0.13
11178,Twister Mania,Undefined Franchise,twister-mania,Misc,X360,Majesco,Naked Sky,2011.0,0.8255571249606726,0.13
11179,High Rollers Casino,Undefined Franchise,high-rollers-casino,Misc,XB,Mud Duck Productions,Bethesda Softworks,2004.0,0.3263827854552529,0.13
11180,Advent Rising,Undefined Franchise,advent-rising,Action,XB,Majesco,GlyphX Games,2005.0,0.09985757029637243,0.13
11181,Corpse Party: Back to School Edition,Undefined Franchise,corpse-party-back-to-school-edition,Adventure,3DS,Xseed Games,Xseed Games,2016.0,0.7589338703244362,0.13
11182,NeverDead,Undefined Franchise,neverdead,Shooter,PS3,Konami,Rebellion Developments,2012.0,0.7811236620246684,0.13
11183,Surf Riders,Undefined Franchise,surf-riders,Sports,PS,Ubisoft,ACOT,2000.0,0.16831459150538008,0.13
11184,Torino 2006,Undefined Franchise,torino-2006,Sports,PS2,2K Sports,49Games,2006.0,0.7444884568054003,0.13
11185,Utawarerumono: Mask of Truth,Undefined Franchise,utawarerumono-mask-of-truth,Visual Novel,PS4,Atlus,Aqua Plus,2017.0,0.847634626259588,0.13
11186,Nobunaga no Yabou: Ranseiki,Undefined Franchise,nobunaga-no-yabou-ranseiki,Strategy,PS2,KOEI,Koei / Inis,2002.0,0.6148327214916492,0.13
11187,Derby Stallion Advance,Undefined Franchise,derby-stallion-advance,Sports,GBA,Enterbrain,ParityBit,2002.0,0.6391968344360672,0.13
11188,Monopoly Party,Undefined Franchise,monopoly-party,Misc,GC,Infogrames,Runecraft,2002.0,0.5105588598237059,0.13
11189,Snood,Undefined Franchise,snood,Puzzle,GBA,"Destination Software, Inc",Rebellion Developments,2001.0,0.7529211702041851,0.13
11190,TOCA Race Driver 2: Ultimate Racing Simulator,Undefined Franchise,toca-race-driver-2-ultimate-racing-simulator,Racing,XB,Codemasters,Codemasters,2004.0,0.504138306834884,0.13
11191,Chessmaster: The Art of Learning,Undefined Franchise,chessmaster-the-art-of-learning,Action,PSP,Ubisoft,Ubisoft,2008.0,0.8059518512807372,0.13
11192,Monster Jam: Urban Assault,Undefined Franchise,monster-jam-urban-assault,Racing,PS2,Activision,Torus Games,2008.0,0.48101706604446626,0.13
11193,DT Racer,Undefined Franchise,dt-racer,Racing,PS2,XS Games,Axis Entertainment,2005.0,0.22974194546886773,0.13
11194,Dynasty Warriors Gundam Reborn,Gundam,dynasty-warriors-gundam-reborn,Action,PSV,Namco Bandai Games,Omega Force,2013.0,0.7086496073157352,0.13
11195,Little Battlers eXperience: Wars,Undefined Franchise,little-battlers-experience-wars,Strategy,3DS,Level 5,Level 5,2013.0,0.16859654867029017,0.13
11196,Assassin's Creed II: Deluxe Edition,Assassin's Creed,assassins-creed-ii-deluxe-edition,Action,PC,Ubisoft,Ubisoft Montreal,2010.0,0.7487831835489319,0.13
11197,World Cup Golf: Professional Edition,Undefined Franchise,world-cup-golf-professional-edition,Sports,PS,U.S. Gold,Arc Developments,1996.0,0.03704743532522303,0.13
11198,Black Dawn,Undefined Franchise,black-dawn,Simulation,PS,Virgin Interactive,Black Ops Entertainment,1996.0,0.41987701284871515,0.13
11199,428: Fuusa Sareta Shibuya de,Undefined Franchise,428-fuusa-sareta-shibuya-de,Adventure,Wii,Sega,ChunSoft,2008.0,0.519836090826239,0.13
11200,Classic NES Series: Dr. Mario,Mario,classic-nes-series-dr-mario,Puzzle,GBA,Nintendo,Nintendo EAD,2004.0,0.6764178267719632,0.13
11201,Kelly Slater's Pro Surfer,Undefined Franchise,kelly-slaters-pro-surfer,Sports,GBA,Activision,HotGen Studios,2002.0,0.2269949848322218,0.13
11202,Warriors of Might and Magic,Undefined Franchise,warriors-of-might-and-magic,Adventure,PS,3DO,3DO,2001.0,0.2805142139487625,0.13
