,Year,Franchise,Genre,Platform,Publisher,Developer
387,2010,Undefined Franchise,Misc,Wii,04-Aug,Agatsuma Entertainment
388,2015,Undefined Franchise,Action,XOne,Warner Bros. Interactive Entertainment,Avalanche Studios
389,2014,Undefined Franchise,Role-Playing,PSV,Square Enix,Media.Vision
390,2014,Undefined Franchise,Sports,PS4,EA Sports,EA Canada
391,2008,Undefined Franchise,Misc,DS,MTO,MTO
392,2006,Naruto,Fighting,GC,D3 Publisher,Tomy Corporation
393,2009,Undefined Franchise,Sports,X360,Electronic Arts,EA Canada
394,2010,Undefined Franchise,Misc,Wii,Ubisoft,Ubisoft
395,2004,Undefined Franchise,Shooter,PC,Atari,Epic Games
396,2009,Undefined Franchise,Sports,Wii,EA Sports,EA Vancouver
397,2000,Undefined Franchise,Sports,PS,Konami,Diamond Head
398,2001,Undefined Franchise,Action,GBA,3DO,DC Studios
399,2003,Undefined Franchise,Sports,XB,Microsoft Game Studios,High Voltage Software
400,2004,Medal of Honor,Shooter,PC,Electronic Arts,Electronic Arts
401,2006,Undefined Franchise,Sports,XB,EA Sports,EA Tiburon
402,2011,Undefined Franchise,Misc,Wii,THQ,THQ
403,2010,Undefined Franchise,Strategy,Wii,2K Games,Firaxis Games
404,2007,Undefined Franchise,Adventure,PS2,Sega,Shiny Entertainment
405,2011,Undefined Franchise,Racing,WW,04-Aug,07th Expansion
406,2011,Undefined Franchise,Puzzle,DS,iWin,iWin
407,2015,Undefined Franchise,Role-Playing,PSV,Experience Inc.,Experience Inc.
408,2009,Undefined Franchise,Action,PSP,NIS America,Nippon Ichi Software
409,2007,Gundam,Action,PSP,Namco Bandai,ArtDink
410,2006,Undefined Franchise,Role-Playing,PC,DreamCatcher Interactive,07th Expansion
411,2008,Undefined Franchise,Sports,PC,Ubisoft,Ubisoft Montreal
412,2009,Undefined Franchise,Adventure,DS,Conspiracy Entertainment,07th Expansion
413,2008,Undefined Franchise,Simulation,DS,THQ,ValuSoft
414,2001,Undefined Franchise,Fighting,DC,Capcom,Capcom
415,2012,Undefined Franchise,Action,X360,Sega,Amusement Vision
416,2001,Undefined Franchise,Shooter,PC,Electronic Arts,DreamWorks Interactive
417,2009,Undefined Franchise,Misc,Wii,Konami,Konami
418,2006,Undefined Franchise,Racing,PS2,THQ,Big Ant Studios
419,2006,Undefined Franchise,Misc,DS,IE Institute,IE Institute
420,2007,Undefined Franchise,Action,PS2,Essential Games,Tamsoft
421,2001,Undefined Franchise,Role-Playing,PS,Take-Two Interactive,Delphine Software International
422,1991,Mega Man,Platform,GB,Capcom,Capcom
423,2006,Undefined Franchise,Action,XB,2K Games,Double Helix Games
424,2006,Undefined Franchise,Role-Playing,GBA,Atlus,Flight-Plan
425,2010,Undefined Franchise,Misc,Wii,Warner Bros. Interactive,Warner Bros. Interactive Entertainment
426,2007,Undefined Franchise,Role-Playing,PS2,Sega,Sonic Team
427,1997,Undefined Franchise,Platform,N64,Sunsoft,07th Expansion
428,2010,Undefined Franchise,Misc,PS3,Electronic Arts,EA Bright Light
429,2018,Undefined Franchise,Misc,NS,Sega,Sega
430,2003,Undefined Franchise,Strategy,GBA,Nintendo,Intelligent Systems
431,2000,Undefined Franchise,Sports,PS,Infogrames,Incredible Technologies
432,2005,Undefined Franchise,Shooter,PS2,Eidos Interactive,Deadline Games
433,2014,Undefined Franchise,Adventure,PS3,5pb,5pb. Inc.
434,2009,Undefined Franchise,Sports,X360,Electronic Arts,EA Black Box
435,2018,Devil May Cry,Action,XOne,Capcom,Capcom
436,2007,Undefined Franchise,Strategy,PSP,2K Games,Full Fat
437,2009,Undefined Franchise,Sports,DS,Hudson Soft,Hudson Soft
438,2006,Undefined Franchise,Action,PS2,KOEI,Omega Force
439,1997,Undefined Franchise,Action,PS,Namco,Black Ops Entertainment
440,2007,Undefined Franchise,Misc,PS2,Sega,Sammy Studios
441,2011,Undefined Franchise,Misc,PS3,Electronic Arts,Electronic Arts
442,2001,Undefined Franchise,Sports,GC,Acclaim Entertainment,"Z-Axis, Ltd."
443,2008,Undefined Franchise,Shooter,PC,Koch Media,GSC Game World
444,2008,Undefined Franchise,Misc,DS,Ubisoft,Ubisoft
445,2010,Undefined Franchise,Action,PC,04-Aug,07th Expansion
446,2005,Undefined Franchise,Sports,X360,2K Sports,Kush Games
447,2006,Undefined Franchise,Sports,PSP,Activision,Sand Grain Studios
448,2012,Undefined Franchise,Strategy,Wii,Nintendo,Nintendo EAD
449,2005,Mario,Role-Playing,DS,Nintendo,AlphaDream Corporation
450,2011,Undefined Franchise,Action,PC,Disney Interactive Studios,Traveller's Tales
451,2011,Undefined Franchise,Sports,PS3,PQube,DTP Entertainment
452,2018,The Elder Scrolls,MMO,XOne,Bethesda Softworks,ZeniMax Online Studios
453,2013,Tales,Platform,PC,Capcom,WayForward
454,2014,Undefined Franchise,Strategy,PC,Kiss,07th Expansion
455,2008,Undefined Franchise,Misc,DS,Disney Interactive Studios,Artificial Mind and Movement
456,2010,Tales,Misc,Wii,Disney Interactive Studios,Papaya Studios
457,2010,Undefined Franchise,Misc,Wii,THQ,Impulse Games
458,2003,Undefined Franchise,Sports,GBA,EA Sports BIG,Visual Impact
459,2011,Undefined Franchise,Role-Playing,PC,THQ,Double Fine Productions
460,2007,Undefined Franchise,Simulation,X360,nan,07th Expansion
461,2014,Undefined Franchise,Adventure,PC,04-Aug,07th Expansion
462,2018,Undefined Franchise,Action,XOne,THQ Nordic,THQ Nordic
463,2009,Undefined Franchise,Adventure,PC,Kalypso,07th Expansion
464,2007,Undefined Franchise,Action,PS3,Electronic Arts,Electronic Arts
465,2010,Undefined Franchise,Simulation,Wii,Konami,Konami
466,2012,Undefined Franchise,Role-Playing,PSP,Acquire,ZeroDiv
467,2011,Undefined Franchise,Action,X360,Disney Interactive Studios,Disney Interactive Studios
468,2012,Dynasty Warriors,Action,PSV,Tecmo Koei,Omega Force
469,2007,Undefined Franchise,Shooter,PC,Microsoft Game Studios,07th Expansion
470,2013,Undefined Franchise,Role-Playing,PS3,JoWood Productions,Spellbound Entertainment AG
471,2011,Undefined Franchise,Misc,PC,Microsoft,07th Expansion
472,2003,Undefined Franchise,Action,GC,Atari,Shiny Entertainment
473,2018,Undefined Franchise,Action-Adventure,PS4,Maximum Games,Torus Games
474,2016,Undefined Franchise,Adventure,PSV,Broccoli,nan
475,2002,Undefined Franchise,Sports,XB,Ubisoft,Southend Interactive
476,2004,Tom Clancy's,Action,PC,Ubisoft,Ubisoft Shanghai
477,2003,Undefined Franchise,Platform,GBA,Nintendo,TOSE
478,2016,BioShock,Shooter,PS4,2K Games,"Blind Squirrel Digital, Inc"
479,2017,Uncharted,Action,PS4,Sony Interactive Entertainment,Naughty Dog
480,2007,Undefined Franchise,Sports,PS2,Konami,WinkySoft
481,2008,Undefined Franchise,Fighting,X360,Midway Games,Midway Studios Los Angeles
482,2003,Undefined Franchise,Misc,PS2,Atari,Atari
483,2009,Undefined Franchise,Platform,PC,Activision,Beenox
484,2010,Undefined Franchise,Sports,Wii,Activision,Buzz Monkey Software
485,2003,Undefined Franchise,Misc,PS2,Midway Games,Digital Eclipse
486,2015,Undefined Franchise,Action,PS3,Tecmo Koei,Omega Force
487,2016,Gundam,Action,PSV,Namco Bandai Games,Namco Bandai Games
488,2012,Undefined Franchise,Misc,PS3,D3Publisher,DreamXCreate
489,2009,Undefined Franchise,Action,X360,Activision,MTO
490,1997,Undefined Franchise,Misc,PS,Sony Computer Entertainment,Sony Computer Entertainment America
491,1996,Undefined Franchise,Sports,PS,Acclaim Entertainment,Sculptured Software
492,2004,Undefined Franchise,Action,XB,Atari,Stormfront Studios
493,2013,Undefined Franchise,Action-Adventure,DS,Warner Bros. Interactive Entertainment,TT Fusion
494,2017,Undefined Franchise,Action,PSV,Aksys Games,Idea Factory
495,2009,Undefined Franchise,Puzzle,DS,Nintendo,Jupiter Corporation
496,2015,Battlefield,Shooter,PC,Electronic Arts,EA DICE
497,2000,Undefined Franchise,Shooter,PS,989 Studios,Eidetic
498,2010,Imagine,Simulation,DS,Ubisoft,Longtail Studios
499,2015,Undefined Franchise,Sports,PS4,Electronic Arts,EA Tiburon
500,2003,Undefined Franchise,Misc,GBA,Codemasters,Mobius Entertainment
501,2009,Undefined Franchise,Simulation,Wii,Deep Silver,Braingame
502,2016,Undefined Franchise,Action,PS3,Activision,PlatinumGames
503,2017,Undefined Franchise,Action,PS4,Ready at Dawn,Ready at Dawn
504,2016,Undefined Franchise,Sports,PS4,MLB.com,MLB.com
505,2016,Undefined Franchise,Racing,XOne,Milestone S.r.l,Milestone S.r.l.
506,2011,Undefined Franchise,Misc,X360,nan,Blitz Game Studios
507,2012,Undefined Franchise,Fighting,PSV,505 Games,Kung Fu Factory
508,2009,Undefined Franchise,Misc,DS,Electronic Arts,Electronic Arts
509,2001,Undefined Franchise,Shooter,PS,Infogrames,Runecraft
510,2011,Undefined Franchise,Adventure,PC,Rondomedia,Daedalic Entertainment
511,2004,Undefined Franchise,Misc,PS2,Sony Computer Entertainment,Sony Computer Entertainment America
512,2010,Undefined Franchise,Role-Playing,DS,Natsume,Neverland Company
513,2011,Undefined Franchise,Racing,Wii,nan,Brain in a Jar
514,2006,Undefined Franchise,Action,PSP,Namco,XPEC
515,2005,Undefined Franchise,Platform,GBA,Namco,Namco
516,2002,Undefined Franchise,Action,GC,Eidos Interactive,Crystal Dynamics
517,2012,Undefined Franchise,Fighting,X360,nan,"Pipeworks Software, Inc."
518,2006,Undefined Franchise,Platform,DS,Nintendo,Artoon
519,2017,Street Fighter,Fighting,NS,Capcom,Capcom
520,1999,Undefined Franchise,Racing,PS,Namco,Namco
521,2004,Undefined Franchise,Racing,XB,Activision,Creat Studio
522,2011,Undefined Franchise,Adventure,PC,nan,07th Expansion
523,2005,Undefined Franchise,Platform,XB,Majesco,Double Fine Productions
524,2008,Undefined Franchise,Sports,X360,Activision,Activision
525,2011,Undefined Franchise,Visual Novel,PSP,5pb,5pb. Games
526,2008,Undefined Franchise,Role-Playing,PS3,NIS America,Nippon Ichi Software
527,2002,SpongeBob SquarePants,Platform,PS2,THQ,Big Sky Software
528,1998,Undefined Franchise,Misc,PS,Gainax Network Systems,Gainax
529,2007,Undefined Franchise,Simulation,PS2,Konami,Konami
530,2002,Undefined Franchise,Simulation,PC,nan,nan
531,2003,Yu-Gi-Oh!,Role-Playing,GBA,Konami,Konami
532,2009,Undefined Franchise,Action,X360,Playlogic Game Factory,Playlogic Game Factory
533,2005,Yu-Gi-Oh!,Action,DS,Konami,Konami
534,2009,Undefined Franchise,Racing,DS,Activision,Sidhe Interactive
535,2017,Dragon Quest,Action,PS4,Square Enix,Omega Force
536,2015,Undefined Franchise,Action,PC,Alawar Entertainment,Big Fish Games
537,2004,Undefined Franchise,Fighting,PS2,Bandai,Aki Corporation
538,2000,Undefined Franchise,Shooter,PS,Electronic Arts,Black Ops Entertainment
539,2005,Undefined Franchise,Role-Playing,PS2,KOEI,Goshow
540,2011,Undefined Franchise,Fighting,X360,Majesco,07th Expansion
541,1989,Undefined Franchise,Puzzle,NES,04-Aug,HAL Laboratory
542,1996,Undefined Franchise,Misc,SNES,Nippon Telenet,Nippon Telenet
543,2015,Undefined Franchise,Action,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales
544,2008,Undefined Franchise,Misc,Wii,Electronic Arts,EA Bright Light
545,2009,Undefined Franchise,Adventure,DS,Ubisoft,Revolution Software
546,2005,Battlefield,Shooter,PS2,Electronic Arts,Digital Illusions
547,2008,Undefined Franchise,Misc,DS,Konami,Konami
548,1998,Command & Conquer,Strategy,PS,Virgin Interactive,Westwood Studios
549,1997,Undefined Franchise,Sports,PS,Midway Games,Software Creations
550,2003,Tomb Raider,Action,PC,Eidos Interactive,Core Design Ltd.
551,2000,Undefined Franchise,Role-Playing,PS,Crave Entertainment,SunSoft
552,1998,Undefined Franchise,Shooter,N64,Midway Games,Midway Studios San Diego
553,2008,Undefined Franchise,Adventure,PC,04-Aug,Oberon Media
554,2015,Age of Empires,Role-Playing,3DS,Atlus,Spike Chunsoft
555,2008,Undefined Franchise,Sports,PS2,KOEI,Koei/Inis
556,1994,Undefined Franchise,Sports,SNES,Media Rings,Media Rings
557,2016,Undefined Franchise,Visual Novel,PC,04-Aug,07th Expansion
558,2009,Undefined Franchise,Role-Playing,DS,Namco Bandai,Bandai Namco Games
559,2015,Undefined Franchise,Action,PC,Big Fish Games,07th Expansion
560,2000,Undefined Franchise,Sports,DC,Sega,Sega
561,2009,Undefined Franchise,Adventure,PS2,D3 Publisher,Papaya Studios
562,2017,Naruto,Fighting,PS4,Namco Bandai Games,CyberConnect2
563,2017,Undefined Franchise,Puzzle,NS,Level 5,Level 5
564,2011,Undefined Franchise,Action,Wii,Sega,Sega
565,2006,Undefined Franchise,Strategy,PC,THQ,Relic
566,2012,Undefined Franchise,Music,X360,Majesco Entertainment,Zoe Mode
567,2015,Undefined Franchise,Role-Playing,PSV,NIS America,Nippon Ichi Software
568,2015,Metal Gear,Action,XOne,Konami Digital Entertainment,Kojima Productions
569,2014,Undefined Franchise,Action,PSV,Xseed Games,Tamsoft
570,2004,Undefined Franchise,Strategy,PC,Codemasters,1C Company
571,2005,Undefined Franchise,Sports,PS2,EA Sports,HB Studios Multimedia
572,1997,Undefined Franchise,Adventure,PS,Acclaim Entertainment,SunSoft
573,2017,Undefined Franchise,Adventure,PSV,El Dia,El Dia
574,2013,Undefined Franchise,Simulation,PS3,Namco Bandai Games,ArtDink
575,2012,Undefined Franchise,Shooter,PS3,Rockstar Games,Rockstar Vancouver
576,2010,Tales,Puzzle,DS,O-Games,Most Wanted Entertainment
577,2009,Undefined Franchise,Puzzle,Wii,Konami,Hudson Soft
578,2010,Undefined Franchise,Action,DS,Electronic Arts,EA Bright Light
579,2001,Undefined Franchise,Adventure,DC,Sega,Sega-AM2
580,2006,Undefined Franchise,Sports,PS2,Sony Computer Entertainment,SCEA San Diego Studios
581,2010,Undefined Franchise,Sports,Wii,Konami,Konami
582,1998,Undefined Franchise,Platform,PS,Electronic Arts,07th Expansion
583,2006,Undefined Franchise,Shooter,PC,Eidos Interactive,Rebellion Developments
584,2004,Tom Clancy's,Shooter,PS2,Ubisoft,Ubisoft Montreal / Red Storm Entertainment
585,2005,Undefined Franchise,Fighting,PSP,Sony Computer Entertainment,Eighting
586,1996,Undefined Franchise,Adventure,SAT,04-Aug,07th Expansion
587,1999,Mario,Sports,N64,Nintendo,Camelot Software Planning
588,2005,Undefined Franchise,Platform,GBA,Atari,Mistic Software
589,2014,Watch Dogs,Action-Adventure,PS4,Ubisoft,Ubisoft Montreal
590,2000,Undefined Franchise,Racing,PS,Electronic Arts,HotGen Studios
591,2013,Undefined Franchise,Role-Playing,3DS,Atlus,Atlus Co.
592,2001,Undefined Franchise,Sports,PS2,Ubisoft,Krome Studios
593,2011,Undefined Franchise,Platform,Wii,Press Play,Press Play
594,2008,Simple,Adventure,DS,D3 Publisher,Intense
595,2016,Undefined Franchise,Platform,3DS,WayForward Technologies,WayForward Technologies
596,2016,Undefined Franchise,Action,PSV,Idea Factory,nan
597,2009,Undefined Franchise,Adventure,DS,D3 Publisher,D3 Publisher
598,2010,Undefined Franchise,Adventure,PSP,Yeti,Yeti
599,2011,Undefined Franchise,Misc,PS3,DTP Entertainment,Sproing Interactive Media GMBH
600,1999,Undefined Franchise,Misc,PC,Disney Interactive Studios,07th Expansion
601,2010,Undefined Franchise,Action,Wii,Sega,Sega
602,2012,Undefined Franchise,Shooter,X360,Konami,Rebellion Developments
603,2011,Undefined Franchise,Strategy,PC,1C Company,07th Expansion
604,2012,Undefined Franchise,Role-Playing,PSV,Falcom Corporation,Nihon Falcom Corporation
605,2006,Undefined Franchise,Fighting,PSP,Sony Computer Entertainment,Eighting
606,2004,Undefined Franchise,Shooter,GBA,Namco,Torus Games
607,1999,Undefined Franchise,Racing,N64,Midway Games,Atari Games
608,2011,Undefined Franchise,Racing,PC,Disney Interactive Studios,Avalanche Software
609,2000,Undefined Franchise,Puzzle,N64,Mindscape,Pure Entertainment
610,2008,Gundam,Fighting,PSP,Namco Bandai,Bandai Namco Games
611,2009,Undefined Franchise,Role-Playing,Wii,Xseed Games,Neverland Company
612,2009,Undefined Franchise,Fighting,Wii,D3 Publisher,Eighting
613,2014,Undefined Franchise,Shooter,X360,D3Publisher,Sandlot
614,2013,Undefined Franchise,Misc,PC,Telltale Games,nan
615,2010,Undefined Franchise,Strategy,PC,Paradox Interactive,Neocore Games
616,2011,Undefined Franchise,Puzzle,PC,GameMill,GameMill Publishing
617,2007,Undefined Franchise,Action,PSP,Ubisoft,Ubisoft
618,2015,Undefined Franchise,Action,PSV,Views,nan
619,2015,Undefined Franchise,Fighting,PSV,Arc System Works,Arc System Works
620,2002,Undefined Franchise,Sports,XB,Codemasters,Atomic Planet Entertainment
621,2003,Undefined Franchise,Adventure,XB,Ubisoft,Ubisoft Montpellier
622,2007,Undefined Franchise,Role-Playing,PS3,Ubisoft,From Software
623,2008,Undefined Franchise,Simulation,DS,Interchannel,Interchannel
624,2002,Undefined Franchise,Action,XB,Activision,Treyarch
625,2015,Undefined Franchise,Fighting,3DS,Spike Chunsoft,Spike Chunsoft
626,2012,Tom Clancy's,Shooter,X360,Ubisoft,Ubisoft Paris
627,2008,Undefined Franchise,Role-Playing,PSP,Sony Computer Entertainment,GAIA
628,1996,Undefined Franchise,Adventure,SAT,Sega,Overworks
629,2008,NBA Live,Sports,PSP,Electronic Arts,EA Canada
630,1998,Undefined Franchise,Action,DC,Sega,General Entertainment
631,2007,Undefined Franchise,Simulation,Wii,Hudson Soft,CAProduction
632,2001,Undefined Franchise,Shooter,PS2,3DO,3DO
633,2007,Undefined Franchise,Simulation,DS,Electronic Arts,EA Japan Studio
634,2014,Undefined Franchise,Simulation,PC,Focus Home Interactive,Giants Software
635,2015,Undefined Franchise,Action,PC,04-Aug,07th Expansion
636,2009,Undefined Franchise,Adventure,DS,Arc System Works,WorkJam
637,1996,Dragon Ball,Fighting,SAT,Bandai,TOSE
638,2003,Undefined Franchise,Role-Playing,GC,Activision,From Software
639,2012,Undefined Franchise,Puzzle,PC,Double Fine Productions,Double Fine Productions
640,2006,Undefined Franchise,Fighting,PS2,EA Sports,EA Chicago
641,2013,Undefined Franchise,Misc,PSP,Quinrose,nan
642,2009,Undefined Franchise,Action,PS3,Codemasters,Triumph Studios
643,2008,Undefined Franchise,Misc,Wii,Namco Bandai,Bandai Namco Games
644,2010,Undefined Franchise,Simulation,DS,Activision,Activision
645,2010,Undefined Franchise,Adventure,Wii,Ubisoft,Telltale Games
646,2003,Undefined Franchise,Misc,XB,Microsoft,Various
647,2006,Undefined Franchise,Adventure,PC,Ubisoft,Telltale Games
648,1992,Undefined Franchise,Sports,SNES,Banpresto,Banpresto
649,1999,Undefined Franchise,Adventure,PC,GT Interactive,Perfect Entertainment
650,2003,SimCity,Simulation,PC,Electronic Arts,Maxis
651,2014,Undefined Franchise,Shooter,PC,nan,nan
652,2015,Undefined Franchise,Action-Adventure,3DS,Activision,Behaviour Interactive
653,2014,Just Dance,Music,PS3,Ubisoft,Ubisoft Paris
654,2010,Undefined Franchise,Puzzle,DS,Nintendo,HAL Laboratory
655,2007,Undefined Franchise,Action,PS3,Activision,Traveller's Tales
656,2009,Undefined Franchise,Sports,DS,505 Games,Arc System Works
657,2011,Undefined Franchise,Adventure,DS,Mastertronic,Mastertronic
658,2003,Undefined Franchise,Sports,GBA,Electronic Arts,Magic Pockets
659,2003,Undefined Franchise,Racing,PS2,Midway Games,Angel Studios
660,2009,Undefined Franchise,Role-Playing,PSP,Sega,Alfa System
661,1982,Undefined Franchise,Action,2600,Parker Bros.,Parker Bros.
662,2018,Undefined Franchise,Strategy,PS4,THQ Nordic,Cliffhanger Productions
663,2017,Undefined Franchise,Action,PS4,Sold Out,Team17 Software
664,2003,Undefined Franchise,Adventure,PC,The Adventure Company,Revolution Software
665,1998,Tetris,Puzzle,N64,Capcom,Capcom
666,2015,Undefined Franchise,Action-Adventure,PS4,Activision,Vicarious Visions
667,2006,FIFA,Sports,GC,EA Sports,EA Canada
668,1999,Undefined Franchise,Racing,PS,Electronic Arts,Midas Interactive Entertainment
669,2011,Undefined Franchise,Simulation,X360,D3 Publisher,DreamXCreate
670,2000,Undefined Franchise,Simulation,PS2,Agetec,From Software
